App ID,Review,Voted Up,FILE_DATE
1272080,Ive gotten only maybe like 17 matchmaking errors from launch to now While that is the MAIN issue the game when you CAN play it feels amazing Im loving every second ingame and cant wait to play unhindered by the main problem at hand with all of my friends,pos,2023-09-24
1272080,Please implement crime net back into Payday Honestly I thought buying contracts and looking for others was a really awesome feature on PD 2 bring it back,pos,2023-09-24
1272080,I got the game for free and i was still robbed,pos,2023-09-24
1272080,I like it,pos,2023-09-24
1272080,I like the game but the servers are a big issue,pos,2023-09-24
1272080,idk,pos,2023-09-24
1272080,Fun,pos,2023-09-24
1599340,Yeah Im confident no one actually scrolls down here so Im just gonna say that its my puppers 2nd birthday WOOOOOOO,pos,2023-09-24
1599340,This game saved my life,pos,2023-09-24
1599340,fun gam but neeed to lssen gatekeepping,pos,2023-09-24
1599340,Grinedy but love it,pos,2023-09-24
1599340,I really enjoyed the game it wasnt a boring grind it was always a different thing to do from sailing to different islands to tracking down the mokas it was all fun for me,pos,2023-09-24
1599340,Awesome,pos,2023-09-24
1599340,Mom When do I get wings,pos,2023-09-24
1599340,Fun and stylish,pos,2023-09-24
1599340,Its lovely,pos,2023-09-24
1599340,decent,pos,2023-09-24
1599340,Fun with endgame progression gimped without swiping,pos,2023-09-24
1599340,asdaw,pos,2023-09-24
1599340,good gameplay and fine grind,pos,2023-09-24
1599340,jump start pretty lit,pos,2023-09-24
1599340,Juste gnial,pos,2023-09-24
1627720,Enjoyable Charming Less difficult than Souls games,pos,2023-09-24
1627720,Very good very fun five stars,pos,2023-09-24
1627720,Excellent combat varied weapons great boss fights This game has everything I was hoping it would And I really enjoy the perfect guard system though others have said it feels outofplace I thought it added an excellent new mechanic to the combat Highly recommend this one,pos,2023-09-24
1627720,Lies of P is one of the best soulslike game Ive ever played Atmosphere action and story are perfect I really look forward to the next games this studio will make,pos,2023-09-24
1627720,Makes me wanna kms so in my books its great,pos,2023-09-24
1627720,I just got all the achievements for this game and 5 playthroughs  completed This game was such a great time Basically harder Sekiro but with the artistic tone of Bloodborne which I personally loved  It was incredibly hard which I think should be toned down a tad by making the parry window a few frames longer but once you get used to it its just like Sekiro where you get into the groove of memorizing and dancing with the boss fights All the bosses are pretty amazing at getting you into that flow state minus a little overuse of delayed attacks on most enemies I highly recommend this for souls veterans People new to these style of game are going to have a steep learning curve though so I would be wary until they tone down the perfection required to complete the game I had no issues with the difficulty but I imagine others are going to have quite a problem with it Which in this case I do agree the parry and dodge could use some tweaking to be made more enjoyable as a player and less perfection required to to accomplish Overall I would give it a 810 and I think its a 910 for souls veterans,pos,2023-09-24
1627720,If you are a fan of fromsoft games this will not disappoint A cool take on a dark souls itemization sekiro like combat bloodborne atmosphere 1110 would recommend,pos,2023-09-24
1627720,Very Fun  Very Challenging,pos,2023-09-24
1627720,I Hate This Game nose grows,pos,2023-09-24
1627720,best non Fromsoft soulbournelike game there is i cant wait to lie to more people and become a real boy,pos,2023-09-24
1627720,Youll get beaten a lot If you ever fancy NG this game is SUPER smooth with all the Porgans upgrades,pos,2023-09-24
1627720,i love this game it not like elding ring elding ring is a good game but this game you know where to go and wants to do in this game and this is haft what I like about this game 1010,pos,2023-09-24
1627720,I think its a great game Although I am not a fan of so many two phased fights and delayed attacks for which you have to remember the timing I enjoyed the the game a lot and I will do a second playthrough,pos,2023-09-24
1627720,One of the best souls like games Top 3 for me its up there with bloodborne and sekiro Insanely good,pos,2023-09-24
1627720,Tough but fun,pos,2023-09-24
1627720,Amazing game,pos,2023-09-24
1627720,amazing game love the wepons and choices the attributes are great and if your REAAAALLLLLYYYYYYY bad at these kind of games they give u summons to each boss so that u can just watch them beat it instead of fighting urself Purists wont use the summons cuz of course not and noobs and bad kids will to be able to play the game so it works out perfectly Not so much a Pinnochio story as it is a dark souls game but great story nonetheless,pos,2023-09-24
1085660,fuckin slay,pos,2023-09-24
1085660,Meh,pos,2023-09-24
1085660,I love it,pos,2023-09-24
1085660,Probably one of my favorite games of all time It may have its flaws but it is super super fun to play with friends I think the story writing is amazing and my favorite character is Nimbus by far The endgame experience is so fun with friends and I would definitely recommend this to other people,pos,2023-09-24
1085660,its great when the servers work,pos,2023-09-24
1085660,Pretty good however some bugs and some dlcs definitely fall short of expectations getting less grindy which is good,pos,2023-09-24
1085660,im still a virgin,pos,2023-09-24
1085660,Personally Destiny 2 has kept my interests going for a while now despite some of the negative reviews Theres always a positive to the game to each their own but Ill always find a reason to play it,pos,2023-09-24
1085660,Own a golden gun for home defense since thats what the Traveller intended Four dregs break into my house What in the light As I grab my Celestial Nighthawk and Monte Carlo Blow a golf ball sized hole through the first one hes dead on the spot Draw my shotgun on the second dreg miss him entirely because its smoothbore and nails the neighbors ghost instead I have to resort to the Wardcliff Coil mounted at the top of the stairs loaded with arc rockets Twinkle twinkle assholes the missiles shred the two fallen in the blast the sound and extra shrapnel set off sparrow alarms Fix bayonet and charge the last terrified eliksni He bleeds out waiting on the vanguard to arrive since Monte Carlo bayonet wounds are impossible to stitch up Just as the Traveller intended,pos,2023-09-24
1085660,I love the feel of playing destiny I have to agree that Destiny has been a bit of a cash grab with their price tag on their DLCs but Destiny raids are always IMO really well made and I love the raids,pos,2023-09-24
1085660,absolutely fantastic waste of time,pos,2023-09-24
1085660,its aight,pos,2023-09-24
1085660,got so mad i quit like 20 times allways come tho shit game,pos,2023-09-24
1085660,fun with friends,pos,2023-09-24
1085660,It about 500 cheaper than meth but it still managed to mess my life up just the same Good game tho,pos,2023-09-24
1085660,i hate this game so much servers are being throttled and i gotta go so i can login,pos,2023-09-24
1085660,Its a good game but dont play as a hunter,pos,2023-09-24
1172470,w game,pos,2023-09-24
1172470,only thang that bothers me is that they dont have solos,pos,2023-09-24
1172470,yes,pos,2023-09-24
1172470,I mean its an alright game where theres just a learning curve No paywalls so to speak as the only thing you can really purchase is cosmetic All in all its a decent Battle Royale cant complain,pos,2023-09-24
1172470,I have had this game for nearly 200 hours and in this time my family has left me I have become significantly more racist and misogynistic with a sprinkle of transphopia and homophobia,pos,2023-09-24
1172470,good game just will take time to rank up   something  new  for me to play enjoy it so far,pos,2023-09-24
1172470,yes,pos,2023-09-24
1172470,gud game,pos,2023-09-24
1172470,fun,pos,2023-09-24
1172470,awesome game,pos,2023-09-24
1172470,Yall got any good roast beef recipes,pos,2023-09-24
1172470,its cool ig,pos,2023-09-24
1172470,FORTNITE BATTLEPASS,pos,2023-09-24
1172470,I loved this game because i played it when i was bored instead of doing something productive,pos,2023-09-24
1172470,Idk its a game to sweaty but fun,pos,2023-09-24
1172470,Yeah Its alright i guess,pos,2023-09-24
1172470,Not my dream game or shooter but probably the closest thing to it Decent all round always fun to come back to,pos,2023-09-24
1172470,This is a good game,pos,2023-09-24
