App Id,Review,Voted Up
1086940,Faithful to the campaign and lots of fun,pos
1086940,"Very MINOR spoiler included after this paragraph the short version is  its fun and over all worth it however expect some absolutely random as hell bugs that range from NPCparty character voices changing suddenly to whole cut scene malfunctioning


Anyway
There are SEVERAL bugs that are more than a little annoying  from the camera getting stuck at random to entire scenes being so bugged that the game skips it rather than showing it ie the leader of the goblins is trying to cast speak with dead on a dead mind flayer  the mind flayer is invisible for no reason but only while in the conversation  the introductory part of the conversation goes fine but as soon as they would have started the ritual it just cuts and theyre sitting in their throne chair just chilling

As this is truly supposed to be an open RPG game I consider that game breaking I can deal with having to fix the camera when it teleports itself into the ceiling or wall and gets stuck I can deal with NPC voices changing at absolutely random sometimes hilarious moments and I can even deal with how absolutely terrible some of the quests are at explainingoutlining what the hell it is you are supposed to dorandomly not being able to role play in a Role Play Game is a huuuge bummer And yes I tried sacrificing an hour of progress only for the same glitch to be there Very disappointing

But again I still think its a good game over all  especially if you can get it on sale  I just wish it wasnt buggy as hell",pos
1086940,I very much enjoy this game,pos
1086940,is good,pos
1086940,,pos
1086940,game is v good yes,pos
1086940,lea zel is best,pos
1086940,This is probably the first time youve ever heard anything about this game reading this here comment  Its good,pos
1086940,Obsessed Basically all the same rules as DD but in the form of an interactive narrativeheavy chooseyourownadventure turnbased tactical video game Having way too much fun to the point of considering getting out of plans to just stay home and keep playing Beware getting sucked in,pos
1086940,Best RPG of the decade,pos
1086940,"So I broke down and bought Baldurs Gate III The Baldurs Gate series is still one of my very favorite series ever I was hesitant to buy it because I was afraid theyd screw up something I loved so much 
Observations after not even 2 hours of play
1 This is a PHENOMENAL game Incredibly polished detailed the plot hooks you in right away Its a faithful translation of DND5e to a video game It totally deserves all of the accolades its getting 
2  it doesnt feel like Baldurs Gate to me This is Divinity Original Sin DND Forgotten Realms Edition Maybe Ill change my mind after playing more but it just doesnt feel the same The closest modern games to the feel of Baldurs Gate for me were the Pillars of Eternity games by Obsidian 
Take that for what its worth folks Im not disappointed I bought it",pos
1086940,Very enjoyable for DD enthusiasts  Clever incorporation of many of the mechanics of fifth edition rules  Incredibly varied story lines depending on the choices you as a player make AND the rolls of the dice  Very fun with great replayability,pos
1086940,Amazing game,pos
1086940,The best roleplaying game Ive ever played Its redefining the genre and I really hope we see more of this to come,pos
1086940,fun,pos
1086940,gud game,pos
1086940,this is my full time job now,pos
1086940,It good,pos
1086940,"I havent had this much fun exploring a game and talking about exploring a game with friends family and coworkers inhuh Probably not since I was a kid and had to pour through those huge printed walkthrough books for the games of my childhood 

I would say that the third act is still a bit rough around the edges compared to the home run that is the first act but its still immensely satisfying",pos
1086940," clicks cleric 
 clicks trickery domain
 can raise dead can speak to dead can befriend animals can speak to animals can talk their way through literally anything bonus on every check advantage on every check massive stealth massive perception massive deception massive intimidation massive persuasion massive religion massive history massive medicine massive sleight of hand massive performance
 Now I am become Utility the destroyer of checks",pos
1086940,Game breaking bug 3 hours into first act with the threatening children Teifling guards crap Would have to waste hours of playtime at this point Not the only buggy things Ive seen but definitely the worst Theyve had years to fix this What the hell were they doing,neg
1086940,more like league of legends than dnd,neg
