App ID,Review,Voted Up
2399830,Worth the 45 AS LONG AS THE DLC STAYS FREE THESE BASTARDS BETTER NOT FUCK ME OVER,pos
2399830,game is amazing i would buy it before it gets more expensive,pos
2399830,I had a minor orgasm after playing this,pos
2399830,This game is good unfortunately not as good as og Ark since Ive played that the longest Yet I give this game a 1010 Graphics are stunning all throughout the map,pos
2399830,"heheheheh dinosaurs 33

I LOVE this game Even on low settings the game is absolutely stunning and incredibly easy to sink an ungodly amount of time into in one session Probably the best addiction Ive had

Ive seen a lot of reviews talking about the game running poorly however strangely with my 3060 its been running beautifully smooth on at least medium settings Theres a few issues with crashing at the moment but it isnt excessive and its expected this early on",pos
2399830,"This game has everything dinosaurs crafting building exploration and PvP But the swamps the swamps are something else Theyre dark atmospheric and full of aggressive and deadly dinos

The game is still super fun to play especially with friends But be warned its buggy crashes a lot and is not optimized at all I have a topoftheline computer and I still have problems

Despite all of that I still recommend this game Its just insanely fun But be prepared for a bumpy ride",pos
2399830,it scoo be doo be cool,pos
2399830,great improvement from ASE but still needs work,pos
2399830,"If you liked ark SE youll like this game While this game had a very very rough couple few days 2030fps on NASA PCs WC worked hard and have made the game very much more playable on averageslightly older pcs Dont go into it expecting 165fps youll more than likely hit no more than 90 however with how beautiful the Island now is youll forget about it rather quickly

This game is a work in progress so keep that in mind before buying or playing but it is a great update to regular ark with many much needed quality of life changes",pos
2399830,This is the most amazingly amazing experience of pure amazement,pos
2399830,"After about 4 hours or so of tweaking the graphical settings i got her running mint 
Graphics are 1010
I love ARK so this is amazing to me Great game updates to come hang in there fellow survivors",pos
2399830,yes,pos
2399830,Loves it,pos
2399830,better looking dinos,pos
2399830,so far so good,pos
2399830,I enjoyed Ark Survival Evolved and now that they have upgraded it to Ascended it looks so realistic Love it,pos
2399830,My personal computer is too bad to run it with decent graphics Probably a game but I wouldnt know,pos
2399830,"I see a lot of people criticizing the games performance but it runs far better than ASE did when it first launched The game doesnt even run bad enough to make it unplayable if you have a decent pc I was averaging 20 FPS on medium settings so if you want to be a spoiled brat and call that unplayable go ahead The game also has had a few performance updates in the just over a week it has been released that have drastically improved the games performance I dont get why people review bomb a game when it first releases especially if it is early access It makes no sense now I understand the argument that a game should be finished upon release that being said it is still in early access with many more performance issues to be solved I understand that we all have waited anxiously since the announcement of the game for its release but to whine and cry that you cant play it in 4K 144FPS on day one is just asinine 

EDIT I also see a lot of people upset about Nitrado for the DRM implementation in addition to other problems that face the players of this game and I agree that it should be removed having to pay over 400 is ridiculous especially when we didnt have to do that for ASE",pos
2399830,Great UI and quality of life improvements from the previous game,pos
2399830,its  a solid game since the release they have fixed almost all the bugs that were in when it launched im liking it more then Ark Survival Evolved all in  all a great game,pos
2399830,Honestly  wait till they fix it I am crashing every ten minutes and if i am able to make any progress it gets wiped because the game crashed on the lowest graphic setting possible Right now the game is loaded with bugs It not worth spending 40 Rather play the original ARK,neg
2399830,"I have a 3080 and it runs like complete shit Ive tried a few of the fixes Anyone saying the game runs well enough if you change your settings is on copium This game runs like shit 
This level of optimization is embarrassing even for Ark If you have to change ini settings and change everything to lowmedium just to get 5060 FPS is it actually running well No",neg
2399830,"Given that I have a pretty solid PC and still cant play this game much past medium settings is pretty sad Its literally ASO all over again Same bugs same issues same piss poor optimization Random crashes from just closing the inventory As far as I last checked ASA isnt supposed to support local split screen But plug in your favorite controller and hit the pause button and youll be greeted by the menu AS WELL as a split screen character creation as well as a fatal leak crash 
Specs are
Ryzen 7 5700G
Strix 4070 Ti
32gb Corsair 3600 DDR4 RAM
3x1tb Samsung 970 Evo Plus Nvme 
At medium and a couple low settings at 1440p and DLSS I was able to get 120140fps Low around 90 at sunrise
A quick test at high settings had me at 70fps and massive stuttering Crashed after I took two steps Pretty disheartening for a 1100USD GPU
 Sad to see that most games released this year rely so heavily on frame generation to achieve a playable frame rate 
Let it get some patches in before wasting your money unless you dont mind it looking slightly better regular ARK on epic settings",neg
2399830,30 FPS at medium settings on lastgen GPU and CPU,neg
2399830,They made a horrible decision with their servers not enough room on official for how many copies sold As well you figure as a remaster they would know how to deploy by now they are still working through fixing bugs that should rather be time spent on future dlcsmaps slackcard what can you say,neg
2399830,I never got past the character build screen before crashing 7 times I will not pay money for something that is an unfinished money grab copy of an old game,neg
