App Id,Review,Voted Up
730,The legend never die,pos
730,"One of the games of all time
Volvo pls fix",pos
730,good,pos
730,awawa,pos
730,Good skins make it Good game,pos
730,i got told i was a nword so many times and because i missed once or twice i threw the entire game very fun would recommend,pos
730,nice game,pos
730,very good game,pos
730,Pretty good game case drop rates suck tho,pos
730,ok,pos
730,really is the greatest game ive ever played,pos
730,a,pos
730,ong,pos
730,its fun when i get good teammates,pos
730,skins  skill,pos
730,I mean its alright,pos
730,funny game where the plot is arabs vs americans,pos
730,good,pos
730,If you use mic you win If you no use mic you lose Get mic,pos
730,guns go pewpew,pos
730,Tive pouca experiencia com o jogo joguei por algumas horas e no gostei muito Vou dar outra chance pro Cs2,neg
730,Not fun,neg
730,"Game is Cancer Paid 14 for a free game Go fuck yourself Gaben
Would rather play cancer simulator that this cancer",neg
730,There are many cheaters in India and Dropbox is not based on rank it is completely random,neg
730,re queue and delete this game,neg
730,to many racist russians,neg
730,awesome valve congrats people be cheating for a month straight and u still havent banned them then wonder why valo is better dogs,neg
730,bad,neg
730,AWP some love it most hate it some herald it as a god  most regard it as the devil but we can all agree its been the bane of this game since 2004 The low hanging fruit of the chads The sleep paralysis demon of the filthy casual Much like government the majority of us must endure the 20 corner camping heavy breathing AWP user And for this reason Im out,neg
730, ,neg
730,The game is pretty good but its full of cheaters and the anti cheat is bad I hope the anti cheat in cs2 will be better so there wont be so many cheaters but other than that the game is good ,neg
730,this game sucks,neg
730,babe im breaking up with you its not you you were poggers its me im omegalul im sorry if this is pepehands but it has to be done ive just been feeling pepega and our relationship has been weirdchamp for months its time to end it no kappa,neg
730,game kak,neg
730,if u wanna have mentally issues and get anger issues inclouded with a sprinkel of autism play matchmaking but if u want people that die for this game go faceit,neg
730,cod knock off,neg
730,dandik hi indirip zaman harcamayn derim,neg
730,i will bomb you like the terrorist i am,neg
730,12 hours was enough to suffer,neg
730,Need more server especially in my region Ping is too high cuz there no any operating server in my country,neg
1282100,an improvement over the first game in every way love the new class system,pos
1282100,good very fun,pos
1282100,gud,pos
1282100,Good game good balance and a dev team that actually goes for balance rather than massive nerfs Lot to love and not many issues I cant wait to see whats next,pos
1282100,amazing,pos
1282100,As a fanboy of remnant from the ashes this is a w sequel with rather nicely continued lore Do recommend,pos
